dish_id,total_calories,total_mass_g,total_fat_g,total_carb_g,total_protein_g,ingredients
dish_1568405183,72.402832,64.0,6.906353,2.248366,1.364915,"[{""name"": ""salt"", ""grams"": 0.20915}, {""name"": ""tomatoes"", ""grams"": 4.183007}, {""name"": ""garlic"", ""grams"": 0.627451}, {""name"": ""mustard"", ""grams"": 0.418301}, {""name"": ""cucumbers"", ""grams"": 6.692811}, {""name"": ""olive oil"", ""grams"": 6.692811}, {""name"": ""mustard greens"", ""grams"": 8.366014}, {""name"": ""spinach (raw)"", ""grams"": 33.464054}, {""name"": ""vinegar"", ""grams"": 3.346405}]"
dish_1560367926,408.523132,194.0,20.965912,44.984913,24.155903,"[{""name"": ""onions"", ""grams"": 2.16047}, {""name"": ""fish"", ""grams"": 54.011742}, {""name"": ""garlic"", ""grams"": 0.270059}, {""name"": ""salt"", ""grams"": 0.135029}, {""name"": ""green onions"", ""grams"": 0.540117}, {""name"": ""olive oil"", ""grams"": 1.080235}, {""name"": ""pizza"", ""grams"": 125.0}, {""name"": ""country rice"", ""grams"": 10.802348}]"
dish_1550791942,206.660004,272.0,0.778,47.32,4.515,"[{""name"": ""apple"", ""grams"": 113.0}, {""name"": ""broccoli"", ""grams"": 66.0}, {""name"": ""white rice"", ""grams"": 96.0}]"
dish_1561749348,165.446945,93.0,8.394006,3.661341,17.270729,"[{""name"": ""brown rice"", ""grams"": 13.966586}, {""name"": ""arugula"", ""grams"": 2.793317}, {""name"": ""salmon"", ""grams"": 69.832924}, {""name"": ""thyme"", ""grams"": 0.087291}, {""name"": ""olive oil"", ""grams"": 2.653651}, {""name"": ""pepper"", ""grams"": 3.491647}, {""name"": ""salt"", ""grams"": 0.174582}]"
dish_1551226999,196.180008,199.0,16.852999,18.18,25.248001,"[{""name"": ""tortilla"", ""grams"": 31.0}, {""name"": ""fish"", ""grams"": 122.0}, {""name"": ""bell peppers"", ""grams"": 47.0}]"
dish_1551377209,91.800003,147.0,0.289,10.209,13.539999,"[{""name"": ""mushroom"", ""grams"": 19.0}, {""name"": ""shrimp"", ""grams"": 51.0}, {""name"": ""orange"", ""grams"": 79.0}]"
dish_1550785915,256.73999,157.0,9.035001,23.899,17.773001,"[{""name"": ""beef"", ""grams"": 58.0}, {""name"": ""white rice"", ""grams"": 81.0}, {""name"": ""mixed greens"", ""grams"": 23.0}]"
dish_1565724269,527.548767,311.0,18.378778,41.778172,47.436829,"[{""name"": ""pizza"", ""grams"": 102.0}, {""name"": ""chicken"", ""grams"": 108.634056}, {""name"": ""spinach (raw)"", ""grams"": 2.715851}, {""name"": ""wheat berry"", ""grams"": 10.863405}, {""name"": ""olive oil"", ""grams"": 4.172681}, {""name"": ""thyme"", ""grams"": 0.271585}, {""name"": ""salt"", ""grams"": 0.135793}, {""name"": ""lemon juice"", ""grams"": 0.54317}, {""name"": ""shallots"", ""grams"": 0.033948}, {""name"": ""broccoli"", ""grams"": 80.0}, {""name"": ""garlic"", ""grams"": 0.54317}, {""name"": ""parsley"", ""grams"": 1.086341}]"
dish_1565813414,139.720078,179.0,9.889826,3.935386,12.944803,"[{""name"": ""garlic"", ""grams"": 0.072785}, {""name"": ""salt"", ""grams"": 0.072785}, {""name"": ""mustard"", ""grams"": 0.14557}, {""name"": ""blueberries"", ""grams"": 2.329114}, {""name"": ""olive oil"", ""grams"": 2.329114}, {""name"": ""tofu"", ""grams"": 156.0}, {""name"": ""spinach (raw)"", ""grams"": 14.556962}, {""name"": ""vinegar"", ""grams"": 1.164557}, {""name"": ""radishes"", ""grams"": 2.329114}]"
dish_1563568292,276.682983,193.0,7.782,47.635002,9.628,"[{""name"": ""corn on the cob"", ""grams"": 148.0}, {""name"": ""cheese pizza"", ""grams"": 45.0}]"
dish_1561666821,211.78656,170.0,12.141861,19.425873,7.538332,"[{""name"": ""caesar salad"", ""grams"": 54.0}, {""name"": ""lettuce"", ""grams"": 17.026239}, {""name"": ""onions"", ""grams"": 3.405248}, {""name"": ""cheese pizza"", ""grams"": 43.0}, {""name"": ""cucumbers"", ""grams"": 8.51312}, {""name"": ""lime"", ""grams"": 0.851312}, {""name"": ""vinegar"", ""grams"": 3.405248}, {""name"": ""pepper"", ""grams"": 0.212828}, {""name"": ""cherry tomatoes"", ""grams"": 6.810496}, {""name"": ""salt"", ""grams"": 0.425656}, {""name"": ""olive oil"", ""grams"": 6.810496}, {""name"": ""mixed greens"", ""grams"": 25.539358}]"
dish_1561492182,250.165695,171.0,7.306371,40.08807,6.884981,"[{""name"": ""spinach (raw)"", ""grams"": 27.215189}, {""name"": ""vinegar"", ""grams"": 2.177215}, {""name"": ""radishes"", ""grams"": 4.354431}, {""name"": ""fried rice"", ""grams"": 128.0}, {""name"": ""garlic"", ""grams"": 0.136076}, {""name"": ""salt"", ""grams"": 0.136076}, {""name"": ""mustard"", ""grams"": 0.272152}, {""name"": ""olive oil"", ""grams"": 4.354431}, {""name"": ""blueberries"", ""grams"": 4.354431}]"
dish_1564415335,164.880005,136.0,7.4,16.02,8.36,"[{""name"": ""sweet potato"", ""grams"": 80.0}, {""name"": ""olive oil"", ""grams"": 2.0}, {""name"": ""chicken apple sausage"", ""grams"": 54.0}]"
dish_1551396096,273.899994,76.0,20.151001,18.945,8.97,"[{""name"": ""asparagus"", ""grams"": 15.0}, {""name"": ""tortilla"", ""grams"": 24.0}, {""name"": ""nuts"", ""grams"": 36.0}]"
dish_1562689548,216.540009,267.0,7.533,18.101999,19.5,"[{""name"": ""pineapple"", ""grams"": 94.0}, {""name"": ""cottage cheese"", ""grams"": 173.0}]"
dish_1551374783,133.559998,267.0,0.804,35.34,3.361,"[{""name"": ""lemon"", ""grams"": 112.0}, {""name"": ""banana"", ""grams"": 97.0}, {""name"": ""cauliflower"", ""grams"": 59.0}]"
dish_1559849537,549.52301,393.0,30.711,65.328995,15.438001,"[{""name"": ""grapes"", ""grams"": 78.0}, {""name"": ""pears"", ""grams"": 201.0}, {""name"": ""mandarin oranges"", ""grams"": 53.0}, {""name"": ""almonds"", ""grams"": 61.0}]"
dish_1561748274,558.514648,260.0,28.200544,27.625929,48.040081,"[{""name"": ""garlic"", ""grams"": 1.414004}, {""name"": ""onions"", ""grams"": 0.353501}, {""name"": ""chili"", ""grams"": 1.237254}, {""name"": ""salt"", ""grams"": 0.353501}, {""name"": ""tortilla"", ""grams"": 56.560162}, {""name"": ""cilantro"", ""grams"": 1.414004}, {""name"": ""olive oil"", ""grams"": 0.707002}, {""name"": ""chicken thighs"", ""grams"": 141.400406}, {""name"": ""cheese"", ""grams"": 42.420124}, {""name"": ""tomatoes"", ""grams"": 14.14004}]"
dish_1551492056,77.907997,85.0,5.34,3.795,4.896,"[{""name"": ""asparagus"", ""grams"": 27.0}, {""name"": ""olives"", ""grams"": 39.0}, {""name"": ""ham"", ""grams"": 19.0}]"
dish_1550706705,279.899994,323.0,5.703,6.15,49.262001,"[{""name"": ""chicken"", ""grams"": 151.0}, {""name"": ""cucumbers"", ""grams"": 85.0}, {""name"": ""cauliflower"", ""grams"": 89.0}]"
dish_1565711183,460.42337,461.0,20.747547,20.976871,44.718552,"[{""name"": ""blackberries"", ""grams"": 4.967742}, {""name"": ""vinaigrette"", ""grams"": 4.967742}, {""name"": ""bacon"", ""grams"": 33.0}, {""name"": ""granola"", ""grams"": 12.419354}, {""name"": ""mixed greens"", ""grams"": 49.677418}, {""name"": ""egg whites"", ""grams"": 275.0}, {""name"": ""salt"", ""grams"": 0.373924}, {""name"": ""raspberries"", ""grams"": 4.967742}, {""name"": ""pepper"", ""grams"": 0.093481}, {""name"": ""brussels sprouts"", ""grams"": 74.784752}, {""name"": ""olive oil"", ""grams"": 0.747847}]"
dish_1567629106,292.549988,211.0,11.000999,35.353001,13.952,"[{""name"": ""caesar salad"", ""grams"": 121.0}, {""name"": ""cheese pizza"", ""grams"": 90.0}]"
dish_1551221935,138.869995,174.0,7.127,20.15,12.066,"[{""name"": ""tortilla"", ""grams"": 34.0}, {""name"": ""cauliflower"", ""grams"": 97.0}, {""name"": ""fish"", ""grams"": 45.0}]"
dish_1558636980,222.778,397.0,4.738,47.007004,4.415,"[{""name"": ""apple"", ""grams"": 117.0}, {""name"": ""grapes"", ""grams"": 88.0}, {""name"": ""carrot"", ""grams"": 95.0}, {""name"": ""cherry tomatoes"", ""grams"": 89.0}, {""name"": ""almonds"", ""grams"": 8.0}]"
dish_1558114284,162.230011,316.0,0.632,22.569,21.320999,"[{""name"": ""deprecated"", ""grams"": 143.0}, {""name"": ""grapes"", ""grams"": 83.0}, {""name"": ""cantaloupe"", ""grams"": 90.0}]"
dish_1567785709,131.250626,138.0,8.397309,14.615491,1.001891,"[{""name"": ""radishes"", ""grams"": 8.145454}, {""name"": ""berries"", ""grams"": 54.0}, {""name"": ""salt"", ""grams"": 0.254545}, {""name"": ""garlic"", ""grams"": 0.509091}, {""name"": ""olive oil"", ""grams"": 8.145454}, {""name"": ""vinegar"", ""grams"": 4.072727}, {""name"": ""cucumbers"", ""grams"": 10.181818}, {""name"": ""mustard"", ""grams"": 0.509091}, {""name"": ""pineapple"", ""grams"": 42.0}, {""name"": ""bell peppers"", ""grams"": 10.181818}]"
dish_1551237321,158.569992,271.0,2.242,28.485001,9.334,"[{""name"": ""orange"", ""grams"": 216.0}, {""name"": ""bell peppers"", ""grams"": 23.0}, {""name"": ""ham"", ""grams"": 33.0}]"
dish_1565378770,319.280365,287.0,11.794086,36.280937,19.016382,"[{""name"": ""pork"", ""grams"": 53.460621}, {""name"": ""wheat berry"", ""grams"": 78.640778}, {""name"": ""pepper"", ""grams"": 0.268565}, {""name"": ""bok choy"", ""grams"": 7.637231}, {""name"": ""carrot"", ""grams"": 124.214417}, {""name"": ""soy sauce"", ""grams"": 3.054893}, {""name"": ""garlic"", ""grams"": 1.909308}, {""name"": ""salt"", ""grams"": 0.847666}, {""name"": ""sugar"", ""grams"": 5.727923}, {""name"": ""white rice"", ""grams"": 7.637231}, {""name"": ""olive oil"", ""grams"": 3.601367}]"
dish_1564429744,282.477234,374.0,5.089361,49.256981,11.891616,"[{""name"": ""parsley"", ""grams"": 3.680511}, {""name"": ""thyme"", ""grams"": 0.920128}, {""name"": ""garlic"", ""grams"": 4.600639}, {""name"": ""shallots"", ""grams"": 0.920128}, {""name"": ""olive oil"", ""grams"": 0.920128}, {""name"": ""lemon juice"", ""grams"": 0.460064}, {""name"": ""arugula"", ""grams"": 18.402555}, {""name"": ""salt"", ""grams"": 2.070287}, {""name"": ""cauliflower"", ""grams"": 158.0}, {""name"": ""quinoa"", ""grams"": 184.025558}]"
dish_1561392430,208.746002,149.0,14.25,9.651999,11.09,"[{""name"": ""sausage"", ""grams"": 51.0}, {""name"": ""broccoli"", ""grams"": 33.0}, {""name"": ""strawberries"", ""grams"": 65.0}]"
dish_1563551006,357.669189,213.0,22.059999,29.586002,15.6948,"[{""name"": ""scrambled eggs"", ""grams"": 80.0}, {""name"": ""cheese"", ""grams"": 4.0}, {""name"": ""bacon"", ""grams"": 9.0}, {""name"": ""roasted potatoes"", ""grams"": 72.0}, {""name"": ""country rice"", ""grams"": 48.0}]"
dish_1566936266,220.955551,146.0,9.865667,3.423139,27.754599,"[{""name"": ""spinach (cooked)"", ""grams"": 2.807693}, {""name"": ""shallots"", ""grams"": 1.123077}, {""name"": ""wine"", ""grams"": 0.561538}, {""name"": ""lemon juice"", ""grams"": 0.140385}, {""name"": ""olive oil"", ""grams"": 0.280769}, {""name"": ""chicken thighs"", ""grams"": 112.307693}, {""name"": ""squash"", ""grams"": 5.615385}, {""name"": ""eggplant"", ""grams"": 5.615385}, {""name"": ""quinoa"", ""grams"": 11.23077}, {""name"": ""mushroom"", ""grams"": 5.615385}, {""name"": ""salt"", ""grams"": 0.140385}, {""name"": ""garlic"", ""grams"": 0.561538}]"
dish_1562963289,349.917969,180.0,12.685999,43.364002,15.52,"[{""name"": ""caesar salad"", ""grams"": 58.0}, {""name"": ""cheese pizza"", ""grams"": 122.0}]"
dish_1559845399,107.18,178.0,0.362,24.630001,2.417,"[{""name"": ""potatoes"", ""grams"": 86.0}, {""name"": ""mandarin oranges"", ""grams"": 53.0}, {""name"": ""strawberries"", ""grams"": 39.0}]"
dish_1566589967,381.661957,322.0,16.1381,13.400992,46.94825,"[{""name"": ""onions"", ""grams"": 5.69902}, {""name"": ""olive oil"", ""grams"": 5.69902}, {""name"": ""garlic"", ""grams"": 2.84951}, {""name"": ""bell peppers"", ""grams"": 14.247552}, {""name"": ""salt"", ""grams"": 2.84951}, {""name"": ""tomatoes"", ""grams"": 14.247552}, {""name"": ""pepper"", ""grams"": 0.534283}, {""name"": ""millet"", ""grams"": 28.495104}, {""name"": ""chicken"", ""grams"": 113.980415}, {""name"": ""spinach (raw)"", ""grams"": 5.69902}, {""name"": ""jalapenos"", ""grams"": 5.69902}, {""name"": ""tofu"", ""grams"": 122.0}]"
dish_1559846363,154.262009,286.0,0.488,39.681999,1.996,"[{""name"": ""broccoli"", ""grams"": 32.0}, {""name"": ""pears"", ""grams"": 201.0}, {""name"": ""mandarin oranges"", ""grams"": 53.0}]"
dish_1562958721,125.724831,167.0,3.698547,21.363926,2.161744,"[{""name"": ""olive oil"", ""grams"": 3.219277}, {""name"": ""radishes"", ""grams"": 6.438554}, {""name"": ""vinegar"", ""grams"": 6.438554}, {""name"": ""carrot"", ""grams"": 16.096384}, {""name"": ""soy sauce"", ""grams"": 1.609639}, {""name"": ""mixed greens"", ""grams"": 32.192768}, {""name"": ""garlic"", ""grams"": 1.207229}, {""name"": ""cabbage"", ""grams"": 32.192768}, {""name"": ""rice noodles"", ""grams"": 64.385536}, {""name"": ""green onions"", ""grams"": 3.219277}]"
dish_1551566356,228.690002,91.0,15.832,12.204,10.049001,"[{""name"": ""sausage"", ""grams"": 45.0}, {""name"": ""tortilla"", ""grams"": 19.0}, {""name"": ""olives"", ""grams"": 28.0}]"
dish_1559060106,206.369995,195.0,8.643,23.68,8.907001,"[{""name"": ""bacon"", ""grams"": 20.0}, {""name"": ""sweet potato"", ""grams"": 94.0}, {""name"": ""strawberries"", ""grams"": 81.0}]"
dish_1566849987,562.969971,540.0,16.635,20.534,80.740997,"[{""name"": ""olives"", ""grams"": 67.0}, {""name"": ""carrot"", ""grams"": 86.0}, {""name"": ""chicken"", ""grams"": 252.0}, {""name"": ""cherry tomatoes"", ""grams"": 87.0}, {""name"": ""onions"", ""grams"": 48.0}]"
dish_1568055986,54.400002,76.0,3.468,5.976,0.74,"[{""name"": ""olives"", ""grams"": 32.0}, {""name"": ""onions"", ""grams"": 44.0}]"
dish_1550876467,159.470001,111.0,7.681001,7.23,16.559,"[{""name"": ""orange"", ""grams"": 31.0}, {""name"": ""avocado"", ""grams"": 39.0}, {""name"": ""chicken"", ""grams"": 50.0}]"
dish_1562690074,263.402344,104.0,21.608747,3.018018,14.246227,"[{""name"": ""mixed greens"", ""grams"": 23.790089}, {""name"": ""onions"", ""grams"": 3.172012}, {""name"": ""lettuce"", ""grams"": 15.860058}, {""name"": ""lime"", ""grams"": 0.793003}, {""name"": ""cucumbers"", ""grams"": 7.930029}, {""name"": ""olive oil"", ""grams"": 6.344024}, {""name"": ""vinegar"", ""grams"": 3.172012}, {""name"": ""pepper"", ""grams"": 0.198251}, {""name"": ""cherry tomatoes"", ""grams"": 6.344024}, {""name"": ""bacon"", ""grams"": 36.0}, {""name"": ""salt"", ""grams"": 0.396501}]"
dish_1565640894,464.892029,422.0,18.178001,20.476002,55.195004,"[{""name"": ""mixed greens"", ""grams"": 54.0}, {""name"": ""chicken"", ""grams"": 137.0}, {""name"": ""cucumbers"", ""grams"": 95.0}, {""name"": ""olives"", ""grams"": 77.0}, {""name"": ""black beans"", ""grams"": 43.0}, {""name"": ""parmesan cheese"", ""grams"": 16.0}]"
dish_1551564857,115.349998,112.0,4.987,17.073999,2.98,"[{""name"": ""tortilla"", ""grams"": 25.0}, {""name"": ""olives"", ""grams"": 38.0}, {""name"": ""broccoli"", ""grams"": 49.0}]"
dish_1565799597,258.311707,457.0,2.660439,20.559563,32.926975,"[{""name"": ""egg whites"", ""grams"": 318.0}, {""name"": ""watermelon"", ""grams"": 61.0}, {""name"": ""sweet potato"", ""grams"": 76.097565}, {""name"": ""olive oil"", ""grams"": 1.902439}]"
dish_1561996647,499.745972,330.0,31.757,26.397999,27.354,"[{""name"": ""cantaloupe"", ""grams"": 34.0}, {""name"": ""roasted potatoes"", ""grams"": 89.0}, {""name"": ""honeydew melons"", ""grams"": 49.0}, {""name"": ""scrambled eggs"", ""grams"": 110.0}, {""name"": ""turkey bacon"", ""grams"": 48.0}]"
dish_1551563890,191.75,163.0,5.444,8.24,27.049999,"[{""name"": ""pineapple"", ""grams"": 56.0}, {""name"": ""ham"", ""grams"": 64.0}, {""name"": ""chicken"", ""grams"": 43.0}]"
dish_1558640311,105.879997,276.0,0.552,26.114,2.242,"[{""name"": ""grapes"", ""grams"": 92.0}, {""name"": ""cantaloupe"", ""grams"": 58.0}, {""name"": ""cherry tomatoes"", ""grams"": 126.0}]"
dish_1551490544,178.904007,97.0,13.17,4.942,10.156,"[{""name"": ""sausage"", ""grams"": 48.0}, {""name"": ""asparagus"", ""grams"": 34.0}, {""name"": ""carrot"", ""grams"": 16.0}]"
dish_1562699612,98.391266,74.0,2.671786,15.661942,2.793359,"[{""name"": ""brown rice"", ""grams"": 22.0}, {""name"": ""quinoa"", ""grams"": 50.485435}, {""name"": ""olive oil"", ""grams"": 1.514563}]"
dish_1558382263,356.629974,425.0,19.562,23.453999,27.487001,"[{""name"": ""olives"", ""grams"": 68.0}, {""name"": ""chicken"", ""grams"": 69.0}, {""name"": ""avocado"", ""grams"": 59.0}, {""name"": ""spinach (raw)"", ""grams"": 60.0}, {""name"": ""tomatoes"", ""grams"": 65.0}, {""name"": ""broccoli"", ""grams"": 51.0}, {""name"": ""green beans"", ""grams"": 53.0}]"
dish_1550875347,217.380005,159.0,18.417999,7.188,18.688,"[{""name"": ""cheese"", ""grams"": 36.0}, {""name"": ""fish"", ""grams"": 49.0}, {""name"": ""cantaloupe"", ""grams"": 84.0}]"
dish_1567612954,148.346344,155.0,3.780488,27.219513,1.512195,"[{""name"": ""olive oil"", ""grams"": 3.780488}, {""name"": ""sweet potato"", ""grams"": 151.219513}]"
dish_1566332268,567.580994,595.0,31.404999,22.379,54.752998,"[{""name"": ""olives"", ""grams"": 112.0}, {""name"": ""chicken"", ""grams"": 150.0}, {""name"": ""spinach (raw)"", ""grams"": 65.0}, {""name"": ""avocado"", ""grams"": 79.0}, {""name"": ""caesar dressing"", ""grams"": 91.0}, {""name"": ""cucumbers"", ""grams"": 98.0}]"
dish_1551566547,91.330002,88.0,1.678,7.2,12.01,"[{""name"": ""tortilla"", ""grams"": 11.0}, {""name"": ""chicken"", ""grams"": 34.0}, {""name"": ""cauliflower"", ""grams"": 45.0}]"
dish_1568313640,71.139999,145.0,3.652,8.9,3.152,"[{""name"": ""onions"", ""grams"": 33.0}, {""name"": ""mushroom"", ""grams"": 41.0}, {""name"": ""mixed greens"", ""grams"": 49.0}, {""name"": ""avocado"", ""grams"": 22.0}]"
dish_1561492665,81.950653,93.0,8.595007,4.689008,10.342231,"[{""name"": ""green onions"", ""grams"": 0.485323}, {""name"": ""salt"", ""grams"": 0.121331}, {""name"": ""caesar salad"", ""grams"": 31.0}, {""name"": ""garlic"", ""grams"": 0.242661}, {""name"": ""onions"", ""grams"": 1.941292}, {""name"": ""olive oil"", ""grams"": 0.970646}, {""name"": ""country rice"", ""grams"": 9.706458}, {""name"": ""fish"", ""grams"": 48.532288}]"
dish_1563555563,398.220001,304.0,24.639,21.802,22.725,"[{""name"": ""scrambled eggs"", ""grams"": 131.0}, {""name"": ""pineapple"", ""grams"": 149.0}, {""name"": ""bacon"", ""grams"": 24.0}]"
dish_1566849269,249.85202,153.0,17.626001,9.452,16.304001,"[{""name"": ""avocado"", ""grams"": 47.0}, {""name"": ""parmesan cheese"", ""grams"": 36.0}, {""name"": ""mixed greens"", ""grams"": 70.0}]"
dish_1551391083,191.339996,282.0,7.175,24.550999,12.249,"[{""name"": ""tofu"", ""grams"": 119.0}, {""name"": ""kiwi"", ""grams"": 91.0}, {""name"": ""oatmeal"", ""grams"": 72.0}]"
dish_1550791302,175.940002,194.0,5.658,22.68,9.922,"[{""name"": ""apple"", ""grams"": 78.0}, {""name"": ""beef"", ""grams"": 35.0}, {""name"": ""berries"", ""grams"": 84.0}]"
dish_1562011727,372.352112,182.0,22.290583,5.197382,35.659843,"[{""name"": ""wheat berry"", ""grams"": 17.669903}, {""name"": ""pork"", ""grams"": 132.524261}, {""name"": ""jalapenos"", ""grams"": 0.220874}, {""name"": ""lemon juice"", ""grams"": 1.76699}, {""name"": ""pepper"", ""grams"": 0.441748}, {""name"": ""cabbage"", ""grams"": 17.669903}, {""name"": ""carrot"", ""grams"": 4.417476}, {""name"": ""garlic"", ""grams"": 1.76699}, {""name"": ""salt"", ""grams"": 0.220874}, {""name"": ""parsley"", ""grams"": 0.883495}, {""name"": ""mayonnaise"", ""grams"": 3.533981}, {""name"": ""olive oil"", ""grams"": 0.883495}]"
dish_1564415140,199.893661,239.0,7.645512,10.607489,19.387804,"[{""name"": ""scrambled eggs"", ""grams"": 56.0}, {""name"": ""egg whites"", ""grams"": 133.0}, {""name"": ""olive oil"", ""grams"": 1.219512}, {""name"": ""sweet potato"", ""grams"": 48.780487}]"
dish_1551563853,191.75,164.0,5.444,8.24,27.050001,"[{""name"": ""ham"", ""grams"": 64.0}, {""name"": ""chicken"", ""grams"": 43.0}, {""name"": ""pineapple"", ""grams"": 56.0}]"
dish_1560800918,70.825645,40.0,3.925041,7.729096,1.983562,"[{""name"": ""parsley"", ""grams"": 0.438356}, {""name"": ""pepper"", ""grams"": 3.506849}, {""name"": ""chickpeas"", ""grams"": 8.767123}, {""name"": ""bulgur"", ""grams"": 4.383562}, {""name"": ""salt"", ""grams"": 0.109589}, {""name"": ""lemon juice"", ""grams"": 1.753425}, {""name"": ""kale"", ""grams"": 17.534246}, {""name"": ""olive oil"", ""grams"": 3.506849}]"
dish_1563379163,271.044617,146.0,15.833774,20.316792,10.922132,"[{""name"": ""chilaquiles"", ""grams"": 119.0}, {""name"": ""yam"", ""grams"": 12.735848}, {""name"": ""olive oil"", ""grams"": 1.528302}, {""name"": ""sweet potato"", ""grams"": 12.735848}]"
dish_1550792824,159.940002,155.0,5.672,15.639999,10.889999,"[{""name"": ""beef"", ""grams"": 35.0}, {""name"": ""tomatoes"", ""grams"": 50.0}, {""name"": ""potatoes"", ""grams"": 72.0}]"
dish_1565033220,908.60498,578.0,59.342999,19.202002,76.664001,"[{""name"": ""mixed greens"", ""grams"": 55.0}, {""name"": ""olives"", ""grams"": 127.0}, {""name"": ""broccoli"", ""grams"": 92.0}, {""name"": ""chicken"", ""grams"": 233.0}, {""name"": ""vinaigrette"", ""grams"": 71.0}]"
dish_1560369102,69.738571,121.0,5.188934,4.877475,2.574234,"[{""name"": ""garlic"", ""grams"": 0.155063}, {""name"": ""mustard"", ""grams"": 0.310127}, {""name"": ""salt"", ""grams"": 0.155063}, {""name"": ""olive oil"", ""grams"": 4.962026}, {""name"": ""blueberries"", ""grams"": 4.962026}, {""name"": ""spinach (raw)"", ""grams"": 31.012657}, {""name"": ""vinegar"", ""grams"": 2.481013}, {""name"": ""radishes"", ""grams"": 4.962026}, {""name"": ""asparagus"", ""grams"": 72.0}]"
dish_1551390087,122.332001,157.0,4.005,15.126999,8.313999,"[{""name"": ""asparagus"", ""grams"": 33.0}, {""name"": ""white rice"", ""grams"": 44.0}, {""name"": ""tofu"", ""grams"": 80.0}]"
dish_1558719145,547.072998,416.0,36.821003,48.143997,18.493002,"[{""name"": ""cantaloupe"", ""grams"": 94.0}, {""name"": ""cherry tomatoes"", ""grams"": 107.0}, {""name"": ""almonds"", ""grams"": 73.0}, {""name"": ""apple"", ""grams"": 142.0}]"
dish_1566230300,401.849976,662.0,4.155,35.613998,47.939003,"[{""name"": ""berries"", ""grams"": 77.0}, {""name"": ""egg whites"", ""grams"": 462.0}, {""name"": ""olive oil"", ""grams"": 3.0}, {""name"": ""sweet potato"", ""grams"": 120.0}]"
dish_1562871537,685.772949,554.0,30.779623,53.014832,50.176342,"[{""name"": ""squash"", ""grams"": 86.806412}, {""name"": ""white rice"", ""grams"": 93.0}, {""name"": ""grilled chicken"", ""grams"": 161.0}, {""name"": ""pepper"", ""grams"": 0.059041}, {""name"": ""cheese pizza"", ""grams"": 47.0}, {""name"": ""salt"", ""grams"": 0.561686}, {""name"": ""brussels sprouts"", ""grams"": 47.232475}, {""name"": ""olive oil"", ""grams"": 1.340389}, {""name"": ""mushroom"", ""grams"": 117.0}]"
dish_1560527105,92.725296,104.0,3.845912,12.959577,2.126438,"[{""name"": ""olive oil"", ""grams"": 3.660131}, {""name"": ""mustard greens"", ""grams"": 4.575164}, {""name"": ""cucumbers"", ""grams"": 3.660131}, {""name"": ""tomatoes"", ""grams"": 2.287582}, {""name"": ""mustard"", ""grams"": 0.228758}, {""name"": ""potatoes"", ""grams"": 69.0}, {""name"": ""salt"", ""grams"": 0.114379}, {""name"": ""garlic"", ""grams"": 0.343137}, {""name"": ""spinach (raw)"", ""grams"": 18.300655}, {""name"": ""vinegar"", ""grams"": 1.830065}]"
dish_1565195436,340.958527,164.0,20.772194,19.309807,18.284878,"[{""name"": ""olive oil"", ""grams"": 2.512195}, {""name"": ""chicken apple sausage"", ""grams"": 23.0}, {""name"": ""sweet potato"", ""grams"": 100.487808}, {""name"": ""bacon"", ""grams"": 38.0}]"
dish_1551375480,99.169998,176.0,0.451,14.42,10.649,"[{""name"": ""cantaloupe"", ""grams"": 83.0}, {""name"": ""shrimp"", ""grams"": 40.0}, {""name"": ""berries"", ""grams"": 55.0}]"
dish_1566230258,357.959961,585.0,3.924,24.834,47.400002,"[{""name"": ""egg whites"", ""grams"": 462.0}, {""name"": ""olive oil"", ""grams"": 3.0}, {""name"": ""sweet potato"", ""grams"": 120.0}]"
dish_1566849955,147.169998,288.0,7.563,20.534,2.621,"[{""name"": ""olives"", ""grams"": 67.0}, {""name"": ""onions"", ""grams"": 48.0}, {""name"": ""cherry tomatoes"", ""grams"": 87.0}, {""name"": ""carrot"", ""grams"": 86.0}]"
dish_1550706766,279.899994,323.0,5.703,6.15,49.262001,"[{""name"": ""cucumbers"", ""grams"": 85.0}, {""name"": ""chicken"", ""grams"": 151.0}, {""name"": ""cauliflower"", ""grams"": 89.0}]"
dish_1561061593,42.458584,52.0,1.65987,4.35921,3.223788,"[{""name"": ""caesar dressing"", ""grams"": 6.778005}, {""name"": ""parmesan cheese"", ""grams"": 4.236252}, {""name"": ""kale"", ""grams"": 40.668022}, {""name"": ""croutons"", ""grams"": 0.317719}]"
dish_1550778694,160.119995,164.0,3.792,29.779999,2.936,"[{""name"": ""potatoes"", ""grams"": 88.0}, {""name"": ""berries"", ""grams"": 68.0}, {""name"": ""potato chips"", ""grams"": 10.0}]"
dish_1563294522,250.965668,400.0,4.807397,53.672115,2.934019,"[{""name"": ""sweet potato"", ""grams"": 33.962265}, {""name"": ""yam"", ""grams"": 33.962265}, {""name"": ""watermelon"", ""grams"": 79.0}, {""name"": ""strawberries"", ""grams"": 91.0}, {""name"": ""olive oil"", ""grams"": 4.075472}, {""name"": ""pineapple"", ""grams"": 83.0}, {""name"": ""grapes"", ""grams"": 75.0}]"
dish_1560441511,51.919998,123.0,0.296,12.7,0.864,"[{""name"": ""watermelon"", ""grams"": 35.0}, {""name"": ""cantaloupe"", ""grams"": 38.0}, {""name"": ""berries"", ""grams"": 50.0}]"
